1,2,79,81,172,2005,0
1,2,0,0,76,2009,17263
1,2,0,0,86,2008,4572
1,1,55,64,180,2007,16420
1,2,0,0,156,2008,50353
2,1,64,0,181,2003,4570
1,2,0,0,121,2008,15903
1,2,0,0,0,2007,52899
2,2,75,57,0,2003,9244
1,1,0,0,0,2008,9886
2,1,66,81,0,2005,2275
1,2,80,0,158,2006,3966
1,1,101,55,130,2008,50330
1,1,55,0,187,2007,0
1,1,64,113,181,2007,50240
1,2,64,0,158,2007,22359
2,0,0,0,0,0,0
1,1,54,79,0,2006,0
5,2,55,0,0,0,50114
5,1,55,0,0,2008,3080
1,1,80,0,191,2008,18330
2,2,54,64,0,2005,23348
2,2,79,87,188,2005,23828
1,1,64,0,180,2008,50310
1,0,85,69,78,2008,53672
1,2,0,0,71,2008,3698
2,1,100,57,0,2004,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,65,89,195,2008,50003
2,1,86,57,0,2003,18211
1,2,73,0,189,2007,9343
1,1,109,105,176,2006,9448
1,1,69,113,181,2006,51849
1,1,64,73,139,2007,50208
2,1,84,113,0,2003,6322
2,0,80,79,181,2005,50250
1,2,67,64,81,2007,0
1,1,64,0,73,2009,9073
2,2,102,0,0,2004,3199
1,2,76,52,0,2006,0
1,2,115,0,80,2009,10501
2,2,107,0,0,2004,17536
1,1,55,51,135,2008,24027
1,1,0,0,0,2008,4449
2,1,80,60,177,2004,0
1,1,78,51,82,2005,8762
1,2,0,0,160,2008,17641
2,1,78,92,180,2005,25734
1,2,0,0,69,2009,10937
1,2,73,0,172,2005,0
1,1,0,0,79,2009,0
5,2,0,0,172,2006,4094
1,2,80,51,198,2006,9321
1,1,0,0,0,2004,0
1,2,64,65,139,2008,7831
2,2,80,113,172,2005,1389
1,1,55,0,0,2007,9880
1,1,0,0,81,2009,781
1,2,54,0,189,2008,18230
1,2,102,0,81,2008,0
1,1,109,0,0,2009,25364
2,0,0,0,181,2005,18246
2,2,61,0,80,2000,0
1,2,108,80,158,2008,16487
5,2,115,0,172,2008,19767
1,1,69,0,154,2008,4702
1,1,0,0,183,2008,3576
2,1,0,0,0,2004,22356
1,2,103,0,166,2008,50148
1,1,54,57,187,2006,4655
1,1,0,0,0,2006,23603
1,2,64,113,91,2005,16068
2,2,76,0,0,2005,1933
1,1,54,69,112,2006,19114
1,2,117,0,190,2006,50037
2,1,80,0,176,2003,3575
2,1,64,96,172,2004,21596
1,2,80,69,160,2008,20631
1,1,109,51,207,2009,4853
2,2,69,57,166,2005,50114
1,1,0,0,76,2009,9078
1,1,80,64,0,2006,22269
1,0,0,0,0,0,0
5,2,64,79,0,0,0
1,1,81,55,178,2006,50112
2,0,0,0,0,0,0
1,2,84,79,72,2007,17607
1,1,65,92,178,2007,25737
1,2,64,76,187,2006,16051
2,2,109,57,113,2005,4570
1,2,103,77,172,2006,17886
2,1,78,0,180,2005,3762
1,2,78,81,165,2006,0
1,2,103,64,145,2008,50029
1,1,0,0,79,2009,1451
1,2,0,0,140,0,50573
1,2,97,0,141,2007,0
1,2,80,69,158,2007,26460
1,1,78,0,130,2007,50235
2,1,57,0,149,2005,9157
1,1,0,0,0,0,16422
1,1,80,84,177,2007,779
1,2,64,102,0,2009,11099
1,1,79,86,156,2008,50287
2,2,69,0,187,2005,4568
2,1,65,92,0,2003,50096
5,2,115,0,0,2007,2868
1,1,79,51,186,2007,16924
5,1,118,0,172,2008,18289
5,2,115,0,0,2009,54063
1,1,66,0,172,2005,21606
1,2,80,64,172,2006,19445
1,2,113,64,79,2009,17060
1,2,109,115,71,2009,3715
2,1,106,79,172,2003,50785
1,2,64,81,72,2009,52520
1,1,64,100,155,2007,51785
1,0,0,0,0,0,0
1,1,106,89,0,2006,0
1,2,55,66,143,2006,8138
2,1,52,79,0,2004,0
1,2,109,64,79,2008,50505
1,2,113,79,72,2009,18558
1,2,105,61,170,2006,51849
1,1,115,0,77,2009,2054
1,2,78,112,134,2006,4249
2,2,64,61,114,2005,0
1,2,64,73,154,2006,0
1,2,64,85,165,2007,0
2,2,65,80,172,2004,9244
1,2,64,83,172,2006,9321
5,2,81,0,172,2006,0
1,2,0,0,166,2008,3080
1,1,70,92,142,2008,2210
1,2,78,58,172,2007,18412
1,1,65,0,0,2006,4690
1,0,0,0,0,0,0
1,2,78,0,92,2007,52166
2,2,0,0,0,2004,50250
2,1,69,51,181,2003,4294
2,1,73,55,0,2004,9077
2,1,66,0,167,2004,18230
1,1,0,0,70,2009,3683
5,1,0,0,186,0,0
1,2,81,78,168,2005,0
2,0,0,0,0,0,22590
1,2,80,72,89,2006,50625
3,2,91,0,0,1900,0
1,2,55,57,74,2009,53663
1,1,57,0,156,2007,0
1,0,65,100,172,2007,16282
1,2,64,100,172,2007,18243
1,1,0,0,188,2008,25364
1,1,80,0,183,2007,4494
1,1,0,0,72,2009,50781
1,1,0,0,72,2009,50188
1,2,78,0,0,2005,0
1,1,109,103,144,2007,16158
1,1,57,69,119,2006,16293
2,2,64,79,0,2005,3240
1,1,70,57,178,2006,50533
1,2,105,61,0,0,5868
1,1,79,113,150,2008,9831
2,2,65,85,0,2005,50010
1,2,109,0,80,2009,50395
1,2,102,0,143,2008,2355
2,2,57,0,0,2005,17870
1,2,103,75,131,2008,18550
1,1,80,100,0,2007,18296
1,2,76,0,138,2007,2849
2,2,106,0,0,0,0
2,1,55,0,180,2004,19443
1,1,64,78,77,2009,22364
1,2,55,57,161,2006,50688
2,2,55,57,0,2004,50664
1,1,81,76,151,2008,57524
1,2,73,77,134,2008,3945
1,1,81,0,76,2009,59592
1,0,64,78,139,2008,20340
2,1,65,51,0,2005,4151
1,2,64,73,76,2009,17763
1,1,86,57,0,2006,5477
1,0,108,115,0,0,0
1,1,109,115,80,2009,3721
1,1,0,0,0,0,0
1,2,59,0,0,2007,9414
1,2,60,80,0,2007,50105
2,2,76,0,0,2005,17956
